,ACN US Equity,AMD US Equity,AKAM US Equity,ADSK US Equity,CA US Equity,GIB US Equity,CSCO US Equity,EMC US Equity,HPQ US Equity,INTC US Equity,IBM US Equity,MSFT US Equity,MSI US Equity,NVDA US Equity,RAX US Equity,SYMC US Equity,TEL US Equity,TDC US Equity,TXN US Equity,XRX US Equity
2/2/15,$85.83 ,$2.67 ,$58.49 ,$54.12 ,$30.41 ,$39.81 ,$26.83 ,$26.43 ,$16.56 ,$33.65 ,$154.66 ,$41.28 ,$62.81 ,$19.62 ,$45.17 ,$24.94 ,$66.87 ,$45.53 ,$53.49 ,$13.38 
2/3/15,$87.92 ,$2.76 ,$60.12 ,$54.92 ,$31.18 ,$39.88 ,$27.12 ,$26.83 ,$17.15 ,$33.70 ,$158.47 ,$41.60 ,$64.01 ,$20.11 ,$46.03 ,$25.47 ,$68.18 ,$46.69 ,$54.44 ,$13.43 
2/4/15,$87.34 ,$2.85 ,$59.95 ,$56.44 ,$31.51 ,$40.19 ,$26.69 ,$26.84 ,$17.21 ,$33.60 ,$156.96 ,$41.84 ,$63.94 ,$20.16 ,$46.75 ,$25.60 ,$67.97 ,$46.98 ,$54.62 ,$13.41 
2/5/15,$88.47 ,$3.31 ,$60.49 ,$56.23 ,$31.78 ,$40.93 ,$27.26 ,$27.08 ,$17.23 ,$33.94 ,$157.91 ,$42.45 ,$64.00 ,$20.49 ,$47.28 ,$25.97 ,$69.25 ,$42.19 ,$55.31 ,$13.46 
2/6/15,$88.15 ,$3.03 ,$61.13 ,$57.07 ,$32.03 ,$41.28 ,$27.24 ,$27.35 ,$17.23 ,$33.30 ,$156.72 ,$42.41 ,$64.66 ,$20.40 ,$47.49 ,$24.78 ,$68.65 ,$41.63 ,$54.36 ,$13.43 
2/9/15,$87.36 ,$3.04 ,$60.96 ,$57.34 ,$31.95 ,$41.38 ,$27.12 ,$27.32 ,$17.09 ,$32.93 ,$155.75 ,$42.36 ,$67.78 ,$20.38 ,$47.79 ,$24.75 ,$69.23 ,$42.50 ,$54.27 ,$13.40 
2/10/15,$87.52 ,$3.04 ,$62.21 ,$58.50 ,$32.29 ,$42.24 ,$27.49 ,$27.24 ,$17.20 ,$33.70 ,$158.56 ,$42.60 ,$68.22 ,$20.95 ,$48.97 ,$25.24 ,$69.56 ,$43.63 ,$55.82 ,$13.49 
2/11/15,$87.96 ,$3.07 ,$63.75 ,$58.30 ,$32.15 ,$41.48 ,$26.93 ,$27.26 ,$17.33 ,$33.55 ,$158.20 ,$42.38 ,$68.57 ,$20.81 ,$48.78 ,$25.74 ,$69.69 ,$43.83 ,$56.00 ,$13.47 
2/12/15,$89.09 ,$3.12 ,$67.59 ,$59.07 ,$32.41 ,$41.85 ,$29.46 ,$27.87 ,$17.42 ,$34.13 ,$158.52 ,$43.09 ,$70.00 ,$22.30 ,$49.77 ,$26.15 ,$70.38 ,$46.02 ,$57.44 ,$13.57 
2/13/15,$89.79 ,$3.15 ,$68.77 ,$60.67 ,$32.63 ,$41.90 ,$29.43 ,$27.99 ,$17.51 ,$34.36 ,$160.40 ,$43.87 ,$69.91 ,$22.31 ,$50.01 ,$26.33 ,$70.76 ,$45.73 ,$57.97 ,$13.77 
2/17/15,$89.30 ,$3.11 ,$70.36 ,$61.13 ,$32.58 ,$41.93 ,$29.31 ,$28.30 ,$17.49 ,$34.74 ,$160.96 ,$43.58 ,$69.79 ,$22.38 ,$49.87 ,$26.00 ,$71.04 ,$45.08 ,$58.20 ,$13.69 
2/18/15,$89.43 ,$3.08 ,$70.29 ,$61.11 ,$32.59 ,$41.76 ,$29.49 ,$28.20 ,$17.32 ,$34.27 ,$162.19 ,$43.53 ,$69.12 ,$22.12 ,$51.12 ,$25.69 ,$70.79 ,$45.16 ,$57.94 ,$13.83 
2/19/15,$90.27 ,$3.06 ,$71.56 ,$61.46 ,$32.52 ,$41.42 ,$29.31 ,$28.72 ,$17.42 ,$34.21 ,$163.89 ,$43.50 ,$69.03 ,$22.18 ,$49.06 ,$25.60 ,$71.00 ,$45.17 ,$58.04 ,$13.75 
2/20/15,$90.49 ,$3.06 ,$71.62 ,$62.37 ,$32.83 ,$41.61 ,$29.61 ,$29.04 ,$17.43 ,$34.41 ,$163.65 ,$43.86 ,$69.83 ,$22.34 ,$49.38 ,$25.69 ,$71.43 ,$45.29 ,$58.52 ,$14.00 
2/23/15,$90.57 ,$3.06 ,$70.24 ,$61.95 ,$32.59 ,$44.09 ,$29.63 ,$28.75 ,$17.34 ,$33.76 ,$162.91 ,$44.15 ,$68.63 ,$22.16 ,$49.24 ,$25.43 ,$71.36 ,$44.63 ,$58.27 ,$13.92 
2/24/15,$90.85 ,$3.11 ,$70.12 ,$62.07 ,$32.70 ,$43.22 ,$29.63 ,$29.02 ,$17.47 ,$34.41 ,$164.83 ,$44.09 ,$68.53 ,$22.31 ,$49.32 ,$25.21 ,$71.88 ,$44.73 ,$58.96 ,$13.98 
2/25/15,$90.60 ,$3.10 ,$69.45 ,$62.01 ,$33.11 ,$43.10 ,$29.49 ,$28.91 ,$15.74 ,$33.95 ,$162.81 ,$43.99 ,$68.02 ,$22.14 ,$49.84 ,$25.49 ,$72.16 ,$43.95 ,$59.10 ,$13.70 
2/26/15,$90.30 ,$3.08 ,$69.56 ,$61.01 ,$32.82 ,$43.27 ,$29.91 ,$28.82 ,$15.44 ,$33.65 ,$160.87 ,$44.06 ,$68.47 ,$22.20 ,$49.36 ,$25.05 ,$72.38 ,$43.96 ,$59.42 ,$13.36 
2/27/15,$90.03 ,$3.11 ,$69.51 ,$64.24 ,$32.52 ,$41.81 ,$29.51 ,$28.94 ,$15.82 ,$33.25 ,$161.94 ,$43.85 ,$67.94 ,$22.06 ,$49.67 ,$25.16 ,$72.13 ,$44.52 ,$58.80 ,$13.65 
3/2/15,$91.18 ,$3.21 ,$71.13 ,$64.00 ,$32.84 ,$42.87 ,$30.19 ,$28.88 ,$15.85 ,$34.06 ,$160.48 ,$43.88 ,$68.89 ,$22.60 ,$50.65 ,$25.26 ,$72.95 ,$44.96 ,$59.94 ,$13.58 
3/3/15,$90.84 ,$3.14 ,$69.86 ,$62.70 ,$32.20 ,$42.18 ,$29.54 ,$28.39 ,$15.70 ,$34.10 ,$161.03 ,$43.28 ,$68.14 ,$22.18 ,$50.75 ,$24.76 ,$73.04 ,$44.05 ,$58.57 ,$13.43 
3/4/15,$90.91 ,$3.05 ,$71.05 ,$62.52 ,$31.91 ,$42.59 ,$29.33 ,$28.20 ,$15.52 ,$34.12 ,$159.42 ,$43.06 ,$67.64 ,$22.43 ,$50.32 ,$24.48 ,$72.71 ,$44.64 ,$58.32 ,$13.37 
3/5/15,$92.05 ,$2.98 ,$71.09 ,$62.95 ,$31.96 ,$42.57 ,$29.30 ,$28.01 ,$15.44 ,$33.73 ,$161.18 ,$43.11 ,$67.93 ,$22.86 ,$51.35 ,$24.64 ,$72.52 ,$44.03 ,$58.34 ,$13.52 
3/6/15,$90.67 ,$2.92 ,$69.96 ,$61.74 ,$31.71 ,$41.96 ,$28.93 ,$27.65 ,$15.06 ,$33.19 ,$158.50 ,$42.36 ,$66.82 ,$22.55 ,$51.14 ,$24.17 ,$72.07 ,$42.89 ,$57.64 ,$13.14 
3/9/15,$90.79 ,$2.93 ,$69.60 ,$61.76 ,$31.86 ,$42.48 ,$29.36 ,$27.86 ,$14.96 ,$32.72 ,$160.77 ,$42.85 ,$66.57 ,$22.61 ,$51.39 ,$24.48 ,$72.13 ,$42.85 ,$58.42 ,$13.26 
3/10/15,$88.06 ,$2.92 ,$69.20 ,$59.64 ,$31.31 ,$41.86 ,$28.66 ,$26.95 ,$14.83 ,$31.70 ,$157.81 ,$42.03 ,$65.33 ,$23.00 ,$51.26 ,$23.85 ,$71.45 ,$42.18 ,$57.10 ,$12.75 
3/11/15,$86.86 ,$2.84 ,$70.36 ,$59.88 ,$31.22 ,$41.89 ,$28.26 ,$25.72 ,$14.81 ,$32.33 ,$156.80 ,$41.98 ,$65.31 ,$22.88 ,$51.40 ,$23.46 ,$71.06 ,$42.24 ,$57.17 ,$12.87 
3/12/15,$88.20 ,$2.76 ,$71.02 ,$60.14 ,$31.60 ,$42.62 ,$28.24 ,$26.17 ,$14.86 ,$30.80 ,$157.98 ,$41.02 ,$64.96 ,$22.67 ,$51.60 ,$23.72 ,$71.71 ,$42.34 ,$57.22 ,$12.67 
3/13/15,$87.87 ,$2.75 ,$70.81 ,$60.48 ,$31.39 ,$42.30 ,$27.94 ,$26.00 ,$14.72 ,$30.93 ,$154.28 ,$41.38 ,$64.80 ,$22.70 ,$51.43 ,$23.36 ,$71.04 ,$42.14 ,$57.12 ,$12.75 
3/16/15,$88.91 ,$2.76 ,$72.08 ,$61.50 ,$31.40 ,$43.24 ,$28.30 ,$26.18 ,$14.70 ,$30.83 ,$157.08 ,$41.56 ,$65.86 ,$22.97 ,$53.06 ,$23.69 ,$72.69 ,$42.19 ,$58.33 ,$12.89 
3/17/15,$88.84 ,$2.77 ,$72.06 ,$61.43 ,$31.55 ,$43.31 ,$28.15 ,$25.96 ,$14.72 ,$30.59 ,$156.96 ,$41.70 ,$65.32 ,$23.25 ,$53.92 ,$23.77 ,$72.05 ,$42.74 ,$57.97 ,$12.83 
3/18/15,$90.93 ,$2.75 ,$72.88 ,$61.63 ,$32.37 ,$44.01 ,$28.15 ,$26.47 ,$15.00 ,$30.89 ,$159.81 ,$42.50 ,$66.65 ,$22.87 ,$54.15 ,$24.27 ,$73.32 ,$42.73 ,$58.30 ,$12.99 
3/19/15,$90.19 ,$2.74 ,$72.75 ,$61.00 ,$32.35 ,$43.45 ,$28.26 ,$26.21 ,$14.91 ,$30.74 ,$159.81 ,$42.29 ,$66.34 ,$23.22 ,$53.90 ,$24.01 ,$72.39 ,$42.73 ,$58.53 ,$12.84 
3/20/15,$91.48 ,$2.80 ,$72.87 ,$60.98 ,$32.90 ,$43.49 ,$28.44 ,$26.70 ,$15.11 ,$31.31 ,$162.88 ,$42.88 ,$66.83 ,$23.47 ,$53.63 ,$24.38 ,$73.42 ,$43.95 ,$59.28 ,$13.18 
3/23/15,$91.54 ,$2.84 ,$73.14 ,$60.83 ,$33.05 ,$43.41 ,$28.41 ,$26.25 ,$15.19 ,$31.20 ,$164.63 ,$42.86 ,$66.52 ,$22.71 ,$53.09 ,$24.41 ,$73.07 ,$44.23 ,$58.66 ,$13.24 
3/24/15,$89.41 ,$2.79 ,$72.61 ,$61.07 ,$32.89 ,$43.78 ,$28.00 ,$25.81 ,$15.12 ,$30.79 ,$163.00 ,$42.90 ,$66.23 ,$22.40 ,$52.75 ,$24.12 ,$72.43 ,$43.70 ,$58.44 ,$13.23 
3/25/15,$88.21 ,$2.63 ,$70.65 ,$59.35 ,$31.88 ,$42.67 ,$27.46 ,$25.68 ,$14.62 ,$29.89 ,$159.20 ,$41.46 ,$65.35 ,$21.04 ,$51.57 ,$23.31 ,$70.59 ,$42.67 ,$55.73 ,$12.90 
3/26/15,$94.17 ,$2.65 ,$71.04 ,$58.72 ,$31.83 ,$43.35 ,$27.09 ,$25.81 ,$14.53 ,$30.08 ,$160.59 ,$41.21 ,$65.42 ,$20.97 ,$51.39 ,$23.28 ,$70.61 ,$42.62 ,$55.80 ,$12.87 
3/27/15,$93.94 ,$2.72 ,$71.29 ,$58.72 ,$32.29 ,$43.11 ,$27.13 ,$25.17 ,$14.30 ,$32.00 ,$160.40 ,$40.97 ,$65.38 ,$21.38 ,$51.96 ,$23.36 ,$70.54 ,$42.71 ,$56.76 ,$12.59 
3/30/15,$94.42 ,$2.70 ,$71.90 ,$59.30 ,$32.71 ,$42.67 ,$27.65 ,$25.52 ,$14.33 ,$31.46 ,$162.67 ,$40.96 ,$66.39 ,$21.47 ,$52.38 ,$23.55 ,$71.73 ,$43.57 ,$58.00 ,$12.84 
3/31/15,$93.69 ,$2.68 ,$71.05 ,$58.64 ,$32.61 ,$42.45 ,$27.53 ,$25.56 ,$14.15 ,$31.27 ,$160.50 ,$40.66 ,$66.67 ,$20.93 ,$51.59 ,$23.37 ,$71.62 ,$44.14 ,$57.19 ,$12.85 
4/1/15,$93.56 ,$2.69 ,$70.31 ,$58.74 ,$32.13 ,$42.48 ,$27.25 ,$25.47 ,$14.21 ,$30.81 ,$159.18 ,$40.72 ,$66.67 ,$21.01 ,$51.33 ,$23.33 ,$71.08 ,$44.01 ,$56.54 ,$12.67 
4/2/15,$94.18 ,$2.69 ,$70.84 ,$59.82 ,$31.93 ,$43.01 ,$27.13 ,$25.53 ,$14.26 ,$30.81 ,$160.45 ,$40.29 ,$62.51 ,$21.06 ,$51.50 ,$23.55 ,$70.67 ,$43.97 ,$56.72 ,$12.77 
4/6/15,$95.69 ,$2.70 ,$70.92 ,$59.71 ,$32.39 ,$43.25 ,$27.22 ,$26.14 ,$14.45 ,$31.04 ,$162.04 ,$41.55 ,$61.48 ,$21.67 ,$52.04 ,$23.83 ,$71.16 ,$44.72 ,$56.81 ,$12.95 
4/7/15,$96.39 ,$2.70 ,$71.08 ,$60.69 ,$32.27 ,$43.97 ,$27.39 ,$26.18 ,$14.26 ,$31.26 ,$162.07 ,$41.53 ,$61.99 ,$21.86 ,$51.81 ,$23.80 ,$70.94 ,$45.40 ,$56.94 ,$12.96 
4/8/15,$95.12 ,$2.71 ,$71.79 ,$61.83 ,$32.30 ,$44.11 ,$27.55 ,$26.23 ,$14.31 ,$31.31 ,$161.85 ,$41.42 ,$62.42 ,$22.02 ,$51.90 ,$24.01 ,$70.75 ,$45.62 ,$56.97 ,$13.10 
4/9/15,$95.47 ,$2.72 ,$71.26 ,$62.81 ,$31.44 ,$44.13 ,$27.63 ,$25.95 ,$14.32 ,$31.24 ,$162.34 ,$41.48 ,$62.32 ,$22.53 ,$51.34 ,$24.23 ,$70.91 ,$45.89 ,$57.78 ,$13.13 
4/10/15,$94.69 ,$2.76 ,$71.45 ,$62.74 ,$31.55 ,$44.54 ,$28.04 ,$25.83 ,$14.58 ,$31.93 ,$162.86 ,$41.72 ,$62.53 ,$22.76 ,$52.94 ,$25.58 ,$71.00 ,$44.86 ,$57.70 ,$13.26 
4/13/15,$93.49 ,$2.78 ,$71.34 ,$61.77 ,$31.06 ,$45.48 ,$27.98 ,$25.95 ,$14.85 ,$31.73 ,$162.38 ,$41.76 ,$61.97 ,$22.55 ,$52.90 ,$24.14 ,$70.30 ,$44.14 ,$57.21 ,$13.16 
4/14/15,$93.81 ,$2.67 ,$71.15 ,$62.01 ,$31.28 ,$45.48 ,$27.81 ,$26.20 ,$14.76 ,$31.49 ,$162.30 ,$41.65 ,$61.91 ,$22.36 ,$52.99 ,$23.81 ,$70.14 ,$43.59 ,$56.75 ,$13.09 
4/15/15,$94.16 ,$2.70 ,$71.34 ,$61.51 ,$31.81 ,$46.03 ,$28.25 ,$26.22 ,$15.00 ,$32.83 ,$164.13 ,$42.26 ,$61.82 ,$22.63 ,$53.11 ,$23.79 ,$70.81 ,$43.72 ,$58.50 ,$13.11 
4/16/15,$94.06 ,$2.87 ,$72.49 ,$61.66 ,$31.86 ,$46.07 ,$28.60 ,$26.05 ,$14.90 ,$32.87 ,$163.13 ,$42.16 ,$61.86 ,$22.49 ,$53.46 ,$24.30 ,$70.53 ,$43.74 ,$58.41 ,$12.92 
4/17/15,$92.39 ,$2.58 ,$71.90 ,$60.35 ,$31.20 ,$45.13 ,$27.92 ,$26.61 ,$14.77 ,$32.47 ,$160.67 ,$41.62 ,$60.68 ,$22.20 ,$52.05 ,$24.24 ,$69.78 ,$43.10 ,$57.33 ,$12.89 
4/20/15,$93.27 ,$2.49 ,$73.46 ,$61.04 ,$31.70 ,$45.08 ,$28.48 ,$26.78 ,$15.17 ,$32.73 ,$166.16 ,$42.91 ,$61.16 ,$22.09 ,$52.53 ,$24.19 ,$70.63 ,$43.15 ,$58.17 ,$13.01 
4/21/15,$93.00 ,$2.35 ,$75.30 ,$61.61 ,$31.56 ,$45.40 ,$28.69 ,$26.32 ,$15.08 ,$32.43 ,$164.26 ,$42.64 ,$61.43 ,$22.06 ,$53.10 ,$24.10 ,$70.01 ,$43.45 ,$58.16 ,$12.79 
4/22/15,$93.38 ,$2.28 ,$76.02 ,$62.13 ,$31.90 ,$45.72 ,$28.62 ,$27.13 ,$15.21 ,$32.70 ,$165.36 ,$42.99 ,$61.59 ,$22.31 ,$53.35 ,$24.36 ,$70.14 ,$43.72 ,$58.73 ,$12.92 
4/23/15,$93.84 ,$2.33 ,$76.27 ,$62.75 ,$32.07 ,$45.97 ,$28.68 ,$26.59 ,$15.15 ,$32.35 ,$170.24 ,$43.34 ,$60.84 ,$22.22 ,$53.00 ,$24.64 ,$68.75 ,$44.45 ,$54.72 ,$13.14 
4/24/15,$93.40 ,$2.30 ,$75.74 ,$62.64 ,$32.24 ,$45.67 ,$28.82 ,$26.50 ,$15.10 ,$32.08 ,$169.78 ,$47.87 ,$60.57 ,$22.03 ,$54.64 ,$24.67 ,$68.84 ,$43.98 ,$54.73 ,$11.99 
4/27/15,$93.76 ,$2.34 ,$77.04 ,$60.60 ,$31.75 ,$44.80 ,$28.89 ,$26.59 ,$15.01 ,$32.50 ,$170.73 ,$48.03 ,$60.98 ,$22.20 ,$55.39 ,$24.83 ,$68.85 ,$43.86 ,$55.56 ,$11.62 
4/28/15,$94.42 ,$2.31 ,$76.07 ,$60.66 ,$32.18 ,$44.59 ,$29.32 ,$27.05 ,$15.09 ,$33.02 ,$173.92 ,$49.16 ,$60.69 ,$22.31 ,$55.24 ,$24.95 ,$68.32 ,$44.22 ,$55.09 ,$11.73 
4/29/15,$93.65 ,$2.28 ,$75.13 ,$59.54 ,$32.19 ,$43.00 ,$29.05 ,$27.08 ,$15.13 ,$32.89 ,$174.40 ,$49.06 ,$59.74 ,$22.14 ,$54.80 ,$24.90 ,$67.65 ,$44.22 ,$55.02 ,$11.53 
4/30/15,$92.65 ,$2.26 ,$73.78 ,$56.83 ,$31.77 ,$42.07 ,$28.83 ,$26.91 ,$14.97 ,$32.55 ,$171.29 ,$48.64 ,$59.75 ,$22.20 ,$53.90 ,$24.93 ,$66.55 ,$43.99 ,$54.21 ,$11.50 
5/1/15,$93.36 ,$2.31 ,$74.66 ,$57.59 ,$31.85 ,$42.44 ,$29.13 ,$27.12 ,$15.35 ,$33.42 ,$173.67 ,$48.66 ,$60.28 ,$22.75 ,$53.75 ,$25.14 ,$68.07 ,$45.01 ,$55.31 ,$11.52 
5/4/15,$94.44 ,$2.31 ,$75.10 ,$57.76 ,$31.80 ,$42.51 ,$29.17 ,$27.19 ,$15.28 ,$33.43 ,$173.97 ,$48.24 ,$60.68 ,$22.61 ,$54.07 ,$25.32 ,$69.20 ,$45.28 ,$55.30 ,$11.77 
5/5/15,$93.65 ,$2.28 ,$75.36 ,$56.74 ,$31.41 ,$42.49 ,$28.89 ,$26.48 ,$15.05 ,$32.64 ,$173.08 ,$47.60 ,$58.59 ,$22.03 ,$53.45 ,$24.90 ,$68.08 ,$44.54 ,$54.01 ,$11.55 
5/6/15,$93.00 ,$2.29 ,$75.04 ,$56.19 ,$31.45 ,$42.54 ,$28.97 ,$26.13 ,$14.76 ,$32.22 ,$170.05 ,$46.28 ,$58.75 ,$22.10 ,$53.09 ,$24.94 ,$67.78 ,$44.94 ,$53.70 ,$11.38 
5/7/15,$94.49 ,$2.32 ,$75.24 ,$56.35 ,$31.40 ,$42.79 ,$28.81 ,$26.18 ,$14.90 ,$32.25 ,$170.99 ,$46.70 ,$60.01 ,$22.49 ,$53.60 ,$24.98 ,$68.35 ,$41.80 ,$54.06 ,$11.32 
5/8/15,$95.89 ,$2.31 ,$76.43 ,$57.27 ,$31.60 ,$43.43 ,$29.23 ,$26.93 ,$15.17 ,$32.80 ,$172.68 ,$47.75 ,$60.59 ,$20.83 ,$54.00 ,$25.53 ,$68.91 ,$40.86 ,$54.70 ,$11.37 
5/11/15,$96.01 ,$2.32 ,$76.10 ,$57.45 ,$31.08 ,$43.15 ,$29.21 ,$26.82 ,$15.30 ,$32.69 ,$171.12 ,$47.37 ,$59.80 ,$20.63 ,$53.13 ,$25.44 ,$69.49 ,$40.11 ,$54.44 ,$11.24 
5/12/15,$95.42 ,$2.35 ,$75.97 ,$56.80 ,$31.28 ,$43.07 ,$29.23 ,$26.52 ,$14.95 ,$32.25 ,$170.55 ,$47.35 ,$59.42 ,$20.83 ,$45.96 ,$25.14 ,$68.79 ,$40.01 ,$54.17 ,$11.16 
5/13/15,$95.68 ,$2.37 ,$76.12 ,$58.69 ,$31.53 ,$42.86 ,$29.35 ,$26.52 ,$15.12 ,$32.64 ,$172.28 ,$47.63 ,$59.25 ,$20.95 ,$43.75 ,$25.32 ,$69.46 ,$40.64 ,$54.69 ,$11.24 
5/14/15,$96.98 ,$2.33 ,$78.36 ,$58.98 ,$32.02 ,$43.28 ,$29.05 ,$27.03 ,$15.30 ,$32.97 ,$174.05 ,$48.72 ,$59.79 ,$21.29 ,$44.30 ,$25.90 ,$70.12 ,$40.82 ,$55.61 ,$11.30 
5/15/15,$97.02 ,$2.32 ,$77.96 ,$58.80 ,$31.69 ,$44.27 ,$29.55 ,$26.88 ,$15.25 ,$32.99 ,$173.26 ,$48.30 ,$59.30 ,$21.30 ,$44.37 ,$24.48 ,$70.21 ,$40.22 ,$55.61 ,$11.37 
5/18/15,$97.46 ,$2.35 ,$77.94 ,$58.40 ,$31.75 ,$44.18 ,$29.76 ,$26.78 ,$15.10 ,$33.41 ,$173.06 ,$48.01 ,$60.12 ,$21.27 ,$43.77 ,$25.19 ,$70.68 ,$40.46 ,$55.79 ,$11.48 
5/19/15,$97.18 ,$2.28 ,$77.30 ,$57.52 ,$31.73 ,$45.09 ,$29.74 ,$26.86 ,$15.16 ,$33.15 ,$173.48 ,$47.58 ,$59.80 ,$21.04 ,$43.36 ,$25.10 ,$70.54 ,$40.29 ,$55.78 ,$11.32 
5/20/15,$97.05 ,$2.32 ,$76.91 ,$57.58 ,$31.36 ,$43.40 ,$29.62 ,$26.64 ,$15.01 ,$33.37 ,$173.76 ,$47.58 ,$59.80 ,$21.04 ,$43.10 ,$25.03 ,$70.39 ,$40.23 ,$55.63 ,$11.46 
5/21/15,$96.83 ,$2.28 ,$77.64 ,$57.51 ,$31.60 ,$43.50 ,$29.43 ,$26.79 ,$15.36 ,$33.55 ,$173.34 ,$47.42 ,$59.79 ,$20.89 ,$43.54 ,$25.07 ,$70.27 ,$39.93 ,$55.50 ,$11.51 
5/22/15,$96.39 ,$2.28 ,$77.66 ,$56.39 ,$31.33 ,$43.33 ,$29.26 ,$26.84 ,$15.78 ,$33.45 ,$172.22 ,$46.90 ,$59.66 ,$20.86 ,$42.90 ,$24.87 ,$69.96 ,$39.57 ,$55.37 ,$11.44 
5/26/15,$96.09 ,$2.22 ,$76.93 ,$55.09 ,$30.75 ,$42.55 ,$28.95 ,$26.29 ,$15.15 ,$33.11 ,$170.13 ,$46.59 ,$59.11 ,$20.73 ,$42.84 ,$24.34 ,$69.00 ,$38.70 ,$54.56 ,$11.21 
5/27/15,$96.77 ,$2.28 ,$77.74 ,$55.49 ,$31.18 ,$42.34 ,$29.31 ,$26.69 ,$15.34 ,$33.71 ,$172.00 ,$47.61 ,$59.06 ,$21.84 ,$42.64 ,$24.74 ,$70.00 ,$38.83 ,$55.97 ,$11.43 
5/28/15,$96.91 ,$2.27 ,$77.03 ,$54.55 ,$30.70 ,$42.32 ,$29.35 ,$26.52 ,$15.28 ,$34.01 ,$171.71 ,$47.45 ,$59.63 ,$22.14 ,$41.86 ,$24.81 ,$69.57 ,$38.73 ,$55.91 ,$11.50 
5/29/15,$96.04 ,$2.28 ,$76.27 ,$54.15 ,$30.45 ,$42.38 ,$29.31 ,$26.34 ,$15.16 ,$34.46 ,$169.65 ,$46.86 ,$59.00 ,$22.13 ,$40.09 ,$24.63 ,$69.00 ,$38.94 ,$55.92 ,$11.42 
6/1/15,$96.19 ,$2.25 ,$75.23 ,$54.39 ,$30.11 ,$42.17 ,$29.18 ,$26.68 ,$15.33 ,$33.91 ,$170.18 ,$47.23 ,$59.65 ,$22.38 ,$39.48 ,$24.70 ,$69.00 ,$38.62 ,$55.71 ,$11.46 
6/2/15,$96.33 ,$2.30 ,$75.46 ,$54.35 ,$29.90 ,$42.43 ,$29.08 ,$26.62 ,$15.38 ,$33.27 ,$169.65 ,$46.92 ,$59.19 ,$21.94 ,$39.70 ,$24.36 ,$69.19 ,$39.25 ,$55.25 ,$11.48 
6/3/15,$96.98 ,$2.28 ,$76.02 ,$54.94 ,$30.02 ,$42.99 ,$29.09 ,$27.05 ,$15.42 ,$32.73 ,$169.92 ,$46.85 ,$59.48 ,$21.70 ,$40.24 ,$24.32 ,$69.51 ,$40.00 ,$54.89 ,$11.53 
6/4/15,$95.93 ,$2.33 ,$75.14 ,$53.73 ,$29.63 ,$42.54 ,$28.61 ,$27.01 ,$15.12 ,$32.31 ,$168.38 ,$46.36 ,$58.80 ,$22.09 ,$39.90 ,$24.04 ,$68.08 ,$39.12 ,$53.98 ,$11.31 
6/5/15,$95.40 ,$2.33 ,$75.24 ,$54.61 ,$29.67 ,$42.39 ,$28.58 ,$27.34 ,$14.95 ,$31.84 ,$167.40 ,$46.14 ,$58.61 ,$22.26 ,$39.75 ,$24.00 ,$68.70 ,$39.17 ,$53.79 ,$11.26 
6/8/15,$94.77 ,$2.31 ,$74.89 ,$54.24 ,$29.44 ,$41.25 ,$28.28 ,$26.66 ,$14.84 ,$31.30 ,$165.34 ,$45.73 ,$58.08 ,$21.75 ,$39.29 ,$23.43 ,$68.33 ,$38.87 ,$52.82 ,$11.05 
6/9/15,$94.94 ,$2.29 ,$72.90 ,$53.92 ,$29.43 ,$41.87 ,$28.24 ,$26.71 ,$14.79 ,$31.25 ,$165.68 ,$45.65 ,$57.90 ,$21.86 ,$38.75 ,$23.44 ,$68.21 ,$38.77 ,$52.92 ,$11.03 
6/10/15,$96.52 ,$2.32 ,$74.61 ,$54.97 ,$30.08 ,$42.93 ,$28.66 ,$27.00 ,$14.94 ,$31.82 ,$168.92 ,$46.61 ,$58.49 ,$21.47 ,$38.84 ,$23.78 ,$68.96 ,$39.04 ,$54.19 ,$11.26 
6/11/15,$96.92 ,$2.32 ,$74.05 ,$54.48 ,$30.27 ,$42.68 ,$28.86 ,$27.30 ,$14.76 ,$31.85 ,$168.78 ,$46.44 ,$58.55 ,$21.70 ,$38.70 ,$23.80 ,$69.21 ,$38.56 ,$53.64 ,$11.37 
6/12/15,$96.10 ,$2.31 ,$73.44 ,$54.06 ,$30.14 ,$42.79 ,$28.54 ,$27.07 ,$14.71 ,$31.32 ,$166.99 ,$45.97 ,$57.65 ,$21.11 ,$38.65 ,$23.75 ,$68.81 ,$38.57 ,$53.01 ,$11.17 
6/15/15,$95.79 ,$2.32 ,$72.50 ,$53.56 ,$29.81 ,$42.24 ,$28.48 ,$26.94 ,$14.40 ,$31.39 ,$166.26 ,$45.48 ,$57.95 ,$21.07 ,$37.92 ,$23.45 ,$67.94 ,$37.50 ,$53.05 ,$11.05 
6/16/15,$96.70 ,$2.35 ,$72.85 ,$53.44 ,$30.17 ,$41.92 ,$28.71 ,$27.13 ,$14.37 ,$31.64 ,$166.84 ,$45.83 ,$58.18 ,$21.33 ,$37.60 ,$23.66 ,$69.15 ,$38.25 ,$53.09 ,$11.04 
6/17/15,$96.93 ,$2.47 ,$72.81 ,$53.58 ,$30.29 ,$41.99 ,$28.93 ,$27.25 ,$14.62 ,$31.95 ,$167.17 ,$45.97 ,$57.97 ,$21.58 ,$37.24 ,$24.10 ,$68.91 ,$38.65 ,$53.29 ,$11.11 
